price,region,address,bedrooms,bathrooms
649999,22,"51 GREAT GABE CRES, Oshawa, Ontario",2,2
1750000,22,"1990 GRANDVIEW ST N, Oshawa, Ontario",4,4
999800,22,"799 COLDSTREAM DR, Oshawa, Ontario",2,3
950000,22,"1729 SILVERSTONE CRES, Oshawa, Ontario",3,3
1499000,22,"1633 GRANDVIEW ST N, Oshawa, Ontario",4,4
898000,22,"1357 MARY ST N, Oshawa, Ontario",3,3
999000,22,"1069 LOGANBERRY ST, Oshawa, Ontario",3,4
999900,22,"2500 BRIDLE RD, Oshawa, Ontario",4,4
999999,22,"499 RITSON N RD, Oshawa, Ontario",4,2
799000,22,"1165 RIDGECREST AVE, Oshawa, Ontario",2,2
998800,22,"178 ADELAIDE AVE E, Oshawa, Ontario",5,3
599900,22,"272 HAIG ST, Oshawa, Ontario",1,2
679000,22,"553 CENTRAL PARK BLVD N, Oshawa, Ontario",2,2
699900,22,"#55 -715 GRANDVIEW ST N, Oshawa, Ontario",3,3
1799000,22,"1330 KILMAURS AVE, Oshawa, Ontario",4,6
1789000,22,"567 LABRADOR DR, Oshawa, Ontario",4,4
849900,22,"200 GIBBONS ST, Oshawa, Ontario",2,2
888888,22,"454 BADER AVE, Oshawa, Ontario",3,3
